shipment_id,customer_id,shipper_id,service_id,weight_kg,shipment_date,delivery_date,status,shipping_cost
4076,212,5,FRE5,24.77,2022-09-26,2022-10-15,Delivered,451.3094
4077,27,13,ECO12,75.88,2023-04-14,2023-05-01,Delivered,2578.4023999999995
4078,288,2,SEA7,68.83,2022-12-17,2023-01-11,Delivered,2487.5162
4079,127,20,OVE11,36.81,2022-09-01,2022-09-28,Delivered,500.61600000000004
4080,534,17,PRE10,38.36,2023-03-04,2023-03-23,Delivered,796.3536
4081,233,8,SEA7,29.11,2023-02-14,2023-02-22,Delivered,1052.0354
4082,496,7,OVE11,91.27,2023-09-27,2023-10-06,Delivered,1241.272
4083,584,16,ECO12,52.08,2023-12-21,2024-01-08,Delivered,1769.6783999999998
4084,69,13,ECO12,91.2,2022-10-08,2022-10-25,Delivered,3098.9759999999997
4085,534,12,AIR6,68.83,2023-05-16,,Pending,582.9901
4086,575,8,PRE10,95.47,2022-08-03,2022-08-26,Delivered,1981.9572
4087,327,6,EXP1,2.12,2023-09-05,2023-10-01,Delivered,58.4272
4088,552,7,OVE3,48.43,2022-11-16,2022-12-06,Delivered,2176.9285
4089,548,10,SEA7,88.81,2023-02-14,2023-02-19,Delivered,3209.5934
4090,157,12,AIR6,60.93,2023-05-15,2023-05-20,Delivered,516.0771000000001
4091,15,17,ECO12,85.75,2022-05-31,,Pending,2913.785
4092,303,3,OVE11,76.83,2022-06-09,,Pending,1044.888
4093,73,7,ECO4,11.27,2022-05-07,2022-05-11,Delivered,427.6965
4094,14,7,OVE11,15.29,2022-03-08,2022-03-31,Delivered,207.944
4095,577,2,PRE10,14.91,2023-04-05,2023-05-02,Delivered,309.5316
4096,29,11,ECO12,70.2,2023-10-18,2023-11-13,Delivered,2385.3959999999997
4097,77,8,STA8,80.63,2023-04-09,2023-04-17,Delivered,2993.7919
4098,585,20,SEA7,19.38,2022-05-08,2022-05-16,Delivered,700.3932
4099,505,5,EXP1,35.89,2023-08-19,2023-09-13,Delivered,989.1283999999999
4100,85,2,ECO12,61.23,2023-05-24,2023-06-21,Delivered,2080.5953999999997
4101,164,13,EXP1,0.52,2022-02-22,2022-02-23,Delivered,14.331199999999999
4102,304,7,SEA7,11.58,2022-03-15,2022-04-07,Delivered,418.5012
4103,36,11,ECO12,54.98,2023-12-19,2024-01-15,Delivered,1868.2203999999997
4104,191,7,ECO12,12.49,2022-11-24,2022-11-27,Delivered,424.4102
4105,453,19,EXP1,90.5,2022-01-01,2022-01-20,Delivered,2494.18
4106,344,13,OVE3,67.17,2023-04-18,2023-05-16,Delivered,3019.2915000000003
4107,421,2,PRE10,23.84,2023-09-06,,Pending,494.9184
4108,339,16,PRE10,94.93,2023-11-17,2023-12-08,Delivered,1970.7468000000003
4109,63,10,ECO12,30.05,2022-06-28,2022-07-24,Delivered,1021.0989999999999
4110,429,8,SEA7,80.77,2022-06-29,2022-07-10,Delivered,2919.0278
4111,174,8,OVE11,78.91,2022-11-10,2022-12-09,Delivered,1073.176
4112,547,2,SEA7,79.47,2023-02-06,2023-02-25,Delivered,2872.0458
4113,42,2,FRE5,93.56,2022-06-03,2022-06-20,Delivered,1704.6632
4114,180,5,OVE3,49.19,2023-07-23,2023-08-14,Delivered,2211.0905000000002
4115,75,1,ECO12,33.88,2022-05-18,2022-06-14,Delivered,1151.2424
4116,322,18,ECO4,34.41,2022-07-09,2022-07-17,Delivered,1305.8595
4117,156,11,PRE10,81.95,2023-05-17,2023-06-02,Delivered,1701.2820000000002
4118,489,3,EXP1,22.53,2023-08-26,2023-08-27,Delivered,620.9268
4119,456,13,PRE10,39.27,2022-09-06,2022-09-14,Delivered,815.2452000000002
4120,21,18,PRE2,64.36,2023-02-20,2023-03-22,Delivered,554.7832
4121,10,7,FRE5,48.14,2023-11-26,2023-12-01,Delivered,877.1107999999999
4122,234,7,PRE10,82.01,2022-07-18,,Pending,1702.5276000000003
4123,556,10,ECO12,60.3,2022-08-12,2022-09-08,Delivered,2048.9939999999997
4124,305,4,STA8,39.77,2022-09-24,2022-10-20,Delivered,1476.6601000000003
4125,151,19,FRE5,63.93,2023-01-25,2023-02-16,Delivered,1164.8046
4126,45,5,SEA7,58.73,2023-06-30,2023-07-24,Delivered,2122.5022
4127,78,8,OVE11,10.7,2022-07-28,2022-08-22,Delivered,145.51999999999998
4128,425,3,OVE3,67.04,2022-08-02,2022-08-31,Delivered,3013.4480000000003
4129,349,10,EXP1,88.91,2023-02-05,,Pending,2450.3596
4130,42,12,ECO12,54.27,2023-07-20,2023-07-27,Delivered,1844.0946
4131,290,1,FRE5,30.01,2022-01-06,2022-02-05,Delivered,546.7822
4132,257,6,OVE11,13.24,2022-09-09,2022-09-10,Delivered,180.064
4133,270,7,SEA7,57.26,2023-10-06,2023-10-21,Delivered,2069.3764
4134,59,9,AIR6,75.23,2023-07-10,2023-08-06,Delivered,637.1981000000001
4135,226,1,OVE11,56.23,2023-01-18,2023-02-03,Delivered,764.728
4136,207,4,PRE2,97.56,2023-09-23,2023-10-05,Delivered,840.9671999999999
4137,470,14,PRE10,62.63,2023-11-02,,Pending,1300.1988000000001
4138,110,8,AIR6,42.39,2022-12-06,2023-01-04,Delivered,359.04330000000004
4139,115,1,EXP9,77.32,2023-10-23,2023-11-18,Delivered,1704.906
4140,220,11,OVE11,95.61,2022-12-22,2022-12-26,Delivered,1300.296
4141,169,12,EXP1,86.4,2022-01-31,2022-02-07,Delivered,2381.184
4142,469,9,ECO4,98.29,2023-12-27,2024-01-21,Delivered,3730.1055000000006
4143,202,10,ECO4,94.9,2023-11-26,2023-11-28,Delivered,3601.4550000000004
4144,472,1,ECO12,4.88,2023-01-30,2023-02-11,Delivered,165.8224
4145,179,7,FRE5,36.64,2022-10-18,2022-11-04,Delivered,667.5808
4146,140,5,EXP9,96.73,2023-07-09,2023-08-03,Delivered,2132.8965000000003
4147,530,6,ECO12,53.82,2023-03-23,,Pending,1828.8035999999997
4148,555,18,PRE2,32.09,2022-05-15,2022-06-10,Delivered,276.6158
4149,426,6,SEA7,9.04,2023-06-15,,Pending,326.70559999999995
4150,429,19,EXP1,87.73,2023-08-09,2023-08-20,Delivered,2417.8388
4151,375,2,PRE2,43.02,2023-01-17,2023-01-24,Delivered,370.8324
4152,326,11,FRE5,56.91,2023-10-21,2023-11-05,Delivered,1036.9001999999998
4153,41,17,OVE11,70.82,2023-12-19,2024-01-02,Delivered,963.1519999999999
4154,231,11,EXP9,94.32,2023-05-18,,Pending,2079.756
4155,196,17,EXP9,50.1,2023-05-14,2023-06-10,Delivered,1104.7050000000002
4156,105,6,ECO4,83.05,2022-10-22,2022-10-24,Delivered,3151.7475
4157,328,1,EXP1,2.02,2023-05-06,,Pending,55.6712
4158,469,18,AIR6,92.12,2022-09-13,2022-09-17,Delivered,780.2564000000001
4159,137,5,OVE3,67.37,2023-03-12,,Pending,3028.2815000000005
4160,67,7,FRE5,25.96,2022-09-24,2022-10-16,Delivered,472.9912
4161,138,15,OVE3,7.26,2022-01-20,2022-02-06,Delivered,326.337
4162,232,12,EXP9,73.47,2023-04-19,,Pending,1620.0135
4163,304,5,STA8,32.08,2022-03-12,2022-03-29,Delivered,1191.1304
4164,467,14,SEA7,25.97,2023-11-10,2023-11-21,Delivered,938.5558
4165,203,14,OVE3,1.72,2022-07-18,,Pending,77.31400000000001
4166,139,11,SEA7,97.29,2022-04-19,2022-05-10,Delivered,3516.0606000000002
4167,169,20,PRE10,69.68,2023-02-19,2023-03-17,Delivered,1446.5568000000003
4168,247,7,EXP9,51.19,2022-08-26,2022-09-15,Delivered,1128.7395
4169,275,15,PRE10,7.04,2023-10-26,2023-11-10,Delivered,146.15040000000002
4170,216,17,PRE10,31.26,2022-05-05,2022-05-08,Delivered,648.9576000000001
4171,134,7,STA8,29.53,2023-07-05,2023-08-03,Delivered,1096.4489
4172,328,17,SEA7,4.48,2022-02-27,2022-03-20,Delivered,161.90720000000002
4173,442,1,PRE10,16.68,2023-08-20,2023-09-17,Delivered,346.27680000000004
4174,62,19,STA8,33.17,2022-09-17,2022-09-30,Delivered,1231.6021
4175,277,5,STA8,43.46,2023-05-17,2023-05-25,Delivered,1613.6698000000001
4176,119,5,PRE2,62.58,2023-12-20,2023-12-27,Delivered,539.4395999999999
4177,545,17,ECO4,81.26,2023-09-30,2023-10-22,Delivered,3083.8170000000005
4178,441,1,FRE5,22.3,2023-10-31,2023-11-30,Delivered,406.306
4179,328,11,EXP9,0.71,2022-09-29,2022-10-22,Delivered,15.6555
4180,452,5,ECO12,86.9,2023-01-12,2023-02-01,Delivered,2952.862
4181,27,7,PRE2,94.01,2023-03-04,,Pending,810.3661999999999
4182,315,20,PRE10,51.15,2022-10-20,2022-11-03,Delivered,1061.874
4183,505,6,OVE11,6.51,2023-03-24,2023-04-07,Delivered,88.536
4184,551,8,ECO12,10.96,2022-02-22,2022-03-17,Delivered,372.4208
4185,516,1,AIR6,8.77,2023-09-20,2023-09-27,Delivered,74.28190000000001
4186,579,8,PRE10,60.08,2023-02-24,2023-02-25,Delivered,1247.2608
4187,209,7,OVE11,81.19,2022-06-06,2022-06-29,Delivered,1104.184
4188,194,14,FRE5,30.27,2022-03-09,2022-03-24,Delivered,551.5193999999999
4189,461,18,PRE2,45.44,2022-01-06,,Pending,391.6927999999999
4190,315,5,ECO4,34.67,2023-09-28,2023-10-16,Delivered,1315.7265000000002
4191,80,3,ECO4,67.22,2022-02-02,2022-02-13,Delivered,2550.9990000000003
4192,340,3,PRE2,26.39,2022-06-17,,Pending,227.4818
4193,545,7,FRE5,78.42,2022-12-05,2022-12-17,Delivered,1428.8124
4194,164,3,FRE5,13.23,2023-01-24,2023-02-22,Delivered,241.0506
4195,409,14,ECO12,68.06,2023-05-28,2023-06-08,Delivered,2312.6787999999997
4196,219,13,OVE11,74.26,2023-02-02,2023-02-07,Delivered,1009.936
4197,393,20,ECO12,6.93,2022-02-26,2022-03-07,Delivered,235.48139999999998
4198,93,4,OVE3,19.98,2022-02-25,2022-03-20,Delivered,898.1010000000001
4199,319,16,PRE10,31.68,2022-07-25,2022-08-19,Delivered,657.6768000000001
4200,232,2,AIR6,17.87,2022-04-04,2022-04-21,Delivered,151.35890000000003
4201,418,14,EXP9,3.48,2023-03-25,2023-04-18,Delivered,76.73400000000001
4202,512,16,FRE5,58.01,2022-06-06,2022-07-01,Delivered,1056.9422
4203,140,15,ECO12,85.61,2022-07-01,2022-07-25,Delivered,2909.0278
4204,73,9,STA8,71.57,2022-04-16,2022-05-11,Delivered,2657.3941
4205,525,17,STA8,82.96,2023-07-18,2023-07-30,Delivered,3080.3048
4206,462,3,AIR6,87.16,2023-09-13,,Pending,738.2452000000001
4207,129,19,ECO12,59.1,2023-09-18,2023-10-11,Delivered,2008.2179999999998
4208,564,6,PRE10,33.68,2022-01-21,2022-01-28,Delivered,699.1968
4209,419,7,FRE5,72.58,2022-04-05,2022-05-04,Delivered,1322.4075999999998
4210,284,15,PRE2,85.94,2022-10-13,2022-10-28,Delivered,740.8027999999999
4211,290,6,EXP9,3.62,2023-04-20,2023-05-12,Delivered,79.821
4212,131,6,SEA7,91.65,2023-05-23,2023-06-03,Delivered,3312.231
4213,210,2,EXP9,46.92,2023-04-06,2023-04-10,Delivered,1034.586
4214,362,13,SEA7,62.53,2022-02-25,,Pending,2259.8342000000002
4215,254,18,OVE11,42.72,2022-06-09,2022-06-20,Delivered,580.992
4216,593,13,OVE3,51.85,2022-06-23,2022-07-09,Delivered,2330.6575000000003
4217,462,1,PRE2,91.61,2023-03-12,2023-03-25,Delivered,789.6782
4218,493,17,FRE5,46.73,2022-04-02,2022-04-13,Delivered,851.4205999999999
4219,586,15,AIR6,25.89,2023-06-14,2023-06-27,Delivered,219.28830000000002
4220,300,6,OVE3,13.28,2023-10-08,2023-10-13,Delivered,596.936
4221,442,14,AIR6,41.05,2023-09-17,2023-09-27,Delivered,347.69350000000003
4222,214,7,OVE3,78.04,2023-02-20,2023-03-11,Delivered,3507.8980000000006
4223,578,12,ECO12,39.67,2023-08-11,2023-08-26,Delivered,1347.9866
4224,557,5,FRE5,13.51,2023-10-10,,Pending,246.1522
4225,97,10,SEA7,79.48,2022-06-01,2022-06-25,Delivered,2872.4072
4226,199,4,FRE5,50.78,2022-12-17,2022-12-27,Delivered,925.2116
4227,350,13,OVE11,80.38,2023-03-08,,Pending,1093.168
4228,387,20,EXP9,66.63,2023-10-27,2023-11-22,Delivered,1469.1915
4229,418,15,SEA7,44.97,2022-04-25,2022-05-04,Delivered,1625.2158
4230,320,15,OVE3,51.54,2023-04-05,2023-05-03,Delivered,2316.723
4231,493,7,ECO4,81.93,2023-07-18,2023-07-31,Delivered,3109.2435000000005
4232,135,14,OVE11,5.59,2022-07-15,2022-07-27,Delivered,76.024
4233,362,8,PRE2,90.61,2023-09-20,2023-09-26,Delivered,781.0581999999999
4234,225,10,ECO4,26.41,2022-06-24,2022-07-20,Delivered,1002.2595000000001
4235,315,8,SEA7,55.07,2022-11-19,,Pending,1990.2298
4236,67,3,PRE2,41.88,2022-01-16,2022-01-27,Delivered,361.0056
4237,211,7,AIR6,15.55,2023-09-18,2023-09-29,Delivered,131.70850000000002
4238,496,6,ECO12,75.94,2023-10-28,2023-11-24,Delivered,2580.4411999999998
4239,232,2,PRE10,76.71,2022-07-26,2022-08-11,Delivered,1592.4996
4240,268,18,ECO4,63.38,2022-07-10,2022-07-28,Delivered,2405.271
4241,427,14,PRE2,93.0,2023-08-04,2023-08-05,Delivered,801.66
4242,522,17,PRE10,8.17,2023-09-08,2023-09-23,Delivered,169.60920000000002
4243,49,5,FRE5,14.51,2023-09-25,2023-10-15,Delivered,264.37219999999996
4244,416,13,EXP9,43.98,2022-05-15,2022-05-30,Delivered,969.759
4245,538,2,SEA7,62.46,2022-12-21,2023-01-11,Delivered,2257.3044
4246,210,11,AIR6,80.48,2023-05-13,2023-05-27,Delivered,681.6656
4247,78,7,EXP1,50.63,2022-11-24,2022-12-22,Delivered,1395.3628
4248,443,12,STA8,76.33,2023-09-02,2023-09-04,Delivered,2834.1329
4249,459,5,SEA7,8.57,2023-03-20,2023-04-03,Delivered,309.7198
4250,265,18,EXP9,55.18,2022-08-14,,Pending,1216.719
4251,537,7,SEA7,59.95,2023-11-25,2023-12-07,Delivered,2166.5930000000003
4252,398,10,OVE11,33.49,2023-01-08,2023-01-28,Delivered,455.464
4253,310,5,OVE3,32.5,2023-01-28,2023-02-10,Delivered,1460.875
4254,120,20,ECO12,93.69,2022-11-19,2022-11-22,Delivered,3183.5861999999997
4255,37,12,PRE10,63.42,2022-02-05,,Pending,1316.5992
4256,281,13,OVE11,99.34,2022-08-09,2022-08-12,Delivered,1351.0240000000001
4257,244,1,PRE10,20.59,2022-11-22,2022-11-26,Delivered,427.44840000000005
4258,404,19,OVE3,11.35,2023-06-02,2023-06-14,Delivered,510.1825
4259,517,10,OVE11,93.16,2022-09-06,2022-09-30,Delivered,1266.9759999999999
4260,116,6,FRE5,87.07,2022-04-10,2022-05-01,Delivered,1586.4153999999999
4261,1,6,SEA7,16.85,2022-11-06,,Pending,608.9590000000001
4262,429,13,OVE3,75.45,2023-02-25,,Pending,3391.4775000000004
4263,574,5,STA8,69.62,2023-07-23,2023-07-25,Delivered,2584.9906000000005
4264,61,1,ECO12,52.51,2022-05-21,,Pending,1784.2897999999998
4265,497,15,OVE3,83.89,2022-06-13,2022-06-28,Delivered,3770.8555
4266,342,6,FRE5,7.17,2022-11-13,2022-11-29,Delivered,130.63739999999999
4267,590,6,EXP1,31.87,2023-10-21,2023-11-17,Delivered,878.3371999999999
4268,100,16,PRE10,12.75,2023-08-05,2023-08-25,Delivered,264.69
4269,285,1,ECO4,60.3,2023-01-21,2023-02-15,Delivered,2288.385
4270,501,18,OVE3,69.78,2023-04-05,2023-04-25,Delivered,3136.6110000000003
4271,381,15,ECO4,92.65,2022-02-25,2022-02-26,Delivered,3516.0675000000006
4272,190,5,ECO4,25.62,2023-03-02,2023-03-16,Delivered,972.2790000000001
4273,453,10,FRE5,22.21,2023-03-12,2023-04-02,Delivered,404.6662
4274,495,2,ECO4,66.64,2023-02-20,2023-03-05,Delivered,2528.9880000000003
4275,115,16,SEA7,93.35,2023-09-28,2023-10-03,Delivered,3373.669
4276,250,9,ECO12,28.18,2022-02-23,,Pending,957.5563999999999
4277,357,7,FRE5,87.55,2022-07-19,2022-07-22,Delivered,1595.1609999999998
4278,446,7,EXP9,55.57,2022-09-13,2022-09-14,Delivered,1225.3185
4279,454,18,SEA7,95.9,2023-02-24,2023-03-18,Delivered,3465.8260000000005
4280,569,12,FRE5,45.18,2022-07-22,2022-08-02,Delivered,823.1795999999999
4281,553,10,SEA7,13.85,2022-06-19,2022-06-28,Delivered,500.539
4282,242,4,STA8,2.43,2023-12-08,2023-12-28,Delivered,90.22590000000001
4283,89,17,PRE2,81.49,2023-11-27,2023-12-03,Delivered,702.4437999999999
4284,578,7,OVE3,69.31,2023-11-22,2023-12-18,Delivered,3115.4845000000005
4285,153,9,PRE2,41.93,2023-04-22,2023-05-01,Delivered,361.43659999999994
4286,131,4,EXP1,98.66,2023-05-16,2023-05-30,Delivered,2719.0696
4287,567,6,STA8,7.74,2023-10-31,2023-11-24,Delivered,287.38620000000003
4288,375,17,OVE11,78.85,2022-09-10,2022-09-24,Delivered,1072.36
4289,208,14,AIR6,81.68,2022-04-22,2022-05-17,Delivered,691.8296000000001
4290,443,1,OVE11,30.95,2023-12-07,2023-12-23,Delivered,420.91999999999996
4291,308,20,SEA7,80.13,2022-09-23,2022-10-04,Delivered,2895.8982
4292,555,2,ECO4,2.9,2022-05-19,,Pending,110.055
4293,393,18,OVE3,99.3,2023-01-21,2023-01-30,Delivered,4463.535
4294,37,11,ECO4,85.34,2023-07-16,2023-07-31,Delivered,3238.6530000000002
4295,254,11,STA8,27.24,2022-09-28,2022-10-22,Delivered,1011.4212
4296,299,2,SEA7,30.25,2023-12-01,2023-12-31,Delivered,1093.2350000000001
4297,190,9,SEA7,58.8,2022-09-04,2022-09-30,Delivered,2125.032
4298,368,12,PRE10,14.9,2023-09-09,2023-09-10,Delivered,309.324
4299,63,13,SEA7,63.84,2022-03-06,2022-03-10,Delivered,2307.1776
4300,512,20,EXP1,15.34,2023-11-24,2023-12-09,Delivered,422.7704
4301,153,6,EXP9,76.77,2023-07-12,2023-07-18,Delivered,1692.7785
4302,191,17,EXP9,71.3,2023-03-11,2023-03-20,Delivered,1572.165
4303,170,17,PRE10,75.76,2023-01-29,2023-02-12,Delivered,1572.7776000000001
4304,529,3,STA8,2.6,2023-08-11,2023-09-01,Delivered,96.53800000000001
4305,543,6,PRE10,73.55,2022-11-07,2022-11-20,Delivered,1526.8980000000001
4306,59,8,AIR6,37.86,2022-03-21,2022-04-13,Delivered,320.67420000000004
4307,469,19,PRE2,26.39,2022-07-03,2022-07-04,Delivered,227.4818
4308,298,19,EXP1,16.26,2023-05-02,2023-05-21,Delivered,448.1256
4309,98,6,ECO12,62.16,2022-01-18,2022-01-30,Delivered,2112.1967999999997
4310,46,6,ECO4,29.45,2022-11-27,2022-12-11,Delivered,1117.6275
4311,289,4,ECO12,65.23,2022-03-24,,Pending,2216.5153999999998
4312,448,1,PRE2,74.53,2023-03-24,2023-04-04,Delivered,642.4485999999999
4313,454,7,AIR6,5.77,2023-11-25,2023-12-11,Delivered,48.8719
4314,211,10,EXP1,80.85,2023-07-25,2023-08-11,Delivered,2228.2259999999997
4315,56,6,STA8,24.41,2022-07-16,2022-08-02,Delivered,906.3433000000001
4316,87,9,ECO4,17.15,2022-10-30,2022-11-17,Delivered,650.8425
4317,486,9,AIR6,92.68,2022-10-06,2022-10-07,Delivered,784.9996000000001
4318,484,11,PRE2,62.14,2022-08-07,2022-08-29,Delivered,535.6468
4319,151,7,ECO4,49.99,2023-09-19,2023-10-14,Delivered,1897.1205000000002
4320,498,19,STA8,98.98,2023-07-18,2023-07-28,Delivered,3675.1274000000003
4321,304,13,EXP1,5.86,2023-11-17,2023-11-25,Delivered,161.5016
4322,533,17,EXP9,95.03,2023-04-14,2023-05-04,Delivered,2095.4115
4323,459,10,STA8,41.64,2022-12-31,2023-01-04,Delivered,1546.0932
4324,415,10,OVE3,64.56,2023-02-20,2023-03-13,Delivered,2901.972
4325,352,17,FRE5,77.31,2022-08-28,2022-09-06,Delivered,1408.5882
4326,576,8,OVE11,62.4,2022-01-13,2022-01-19,Delivered,848.64
4327,144,10,EXP1,65.21,2023-04-10,2023-04-23,Delivered,1797.1875999999997
4328,577,15,SEA7,60.88,2023-08-05,2023-08-16,Delivered,2200.2032
4329,390,20,OVE11,11.55,2022-06-15,2022-06-17,Delivered,157.08
4330,212,11,FRE5,80.63,2022-01-26,2022-01-27,Delivered,1469.0785999999998
4331,302,10,ECO12,63.03,2023-10-09,2023-11-02,Delivered,2141.7594
4332,31,1,AIR6,99.18,2023-12-15,,Pending,840.0546000000002
4333,74,4,PRE2,55.76,2022-09-19,,Pending,480.65119999999996
4334,34,17,PRE10,91.98,2022-04-02,,Pending,1909.5048000000002
4335,266,20,ECO4,87.32,2023-03-31,2023-04-06,Delivered,3313.794
4336,554,15,EXP9,42.55,2023-02-04,2023-02-26,Delivered,938.2275
4337,110,2,AIR6,96.64,2022-09-05,2022-09-30,Delivered,818.5408000000001
4338,548,8,OVE3,74.82,2022-03-06,2022-03-26,Delivered,3363.159
4339,149,12,PRE2,75.1,2022-08-15,2022-08-19,Delivered,647.3619999999999
4340,67,19,FRE5,2.09,2023-02-22,2023-03-23,Delivered,38.07979999999999
4341,91,13,PRE10,79.17,2023-08-07,2023-08-21,Delivered,1643.5692000000001
4342,517,13,ECO12,54.48,2022-10-08,2022-10-15,Delivered,1851.2303999999997
4343,174,15,STA8,86.98,2022-07-13,2022-08-10,Delivered,3229.5674000000004
4344,419,9,ECO4,25.61,2022-09-25,2022-10-05,Delivered,971.8995000000001
4345,577,6,FRE5,95.01,2023-05-04,2023-05-12,Delivered,1731.0822
4346,265,4,EXP1,89.44,2022-03-21,2022-04-12,Delivered,2464.9664
4347,598,11,ECO12,39.06,2022-01-15,2022-01-16,Delivered,1327.2588
4348,469,14,PRE10,30.71,2022-10-14,2022-10-31,Delivered,637.5396000000001
4349,140,20,PRE2,95.38,2022-09-14,2022-09-19,Delivered,822.1755999999999
4350,99,14,FRE5,52.05,2022-09-11,2022-09-19,Delivered,948.3509999999999
4351,54,16,STA8,22.34,2022-10-12,2022-11-03,Delivered,829.4842000000001
4352,129,17,ECO4,15.02,2022-08-10,2022-08-28,Delivered,570.009
4353,364,19,OVE3,48.37,2023-06-10,2023-06-16,Delivered,2174.2315
4354,96,2,PRE10,74.54,2022-11-21,2022-11-27,Delivered,1547.4504000000002
4355,557,8,EXP9,87.69,2023-04-13,2023-05-11,Delivered,1933.5645
4356,345,3,OVE11,78.37,2023-05-13,2023-05-15,Delivered,1065.832
4357,193,19,AIR6,74.08,2022-09-14,2022-10-12,Delivered,627.4576000000001
4358,345,10,EXP1,22.31,2023-04-02,2023-04-22,Delivered,614.8635999999999
4359,441,9,PRE2,91.25,2023-02-25,2023-03-01,Delivered,786.5749999999999
4360,455,14,PRE2,34.83,2022-12-13,2023-01-09,Delivered,300.23459999999994
4361,557,19,OVE11,33.6,2022-11-04,2022-12-04,Delivered,456.96
4362,515,2,STA8,13.44,2022-10-27,2022-11-22,Delivered,499.0272
4363,376,18,STA8,40.32,2023-12-19,2023-12-24,Delivered,1497.0816000000002
4364,257,15,EXP9,88.37,2023-10-14,2023-10-30,Delivered,1948.5585
4365,189,1,ECO12,59.81,2023-10-18,2023-10-20,Delivered,2032.3437999999999
4366,281,6,FRE5,87.6,2022-09-17,2022-09-29,Delivered,1596.072
4367,358,20,OVE11,19.61,2022-10-07,2022-10-17,Delivered,266.69599999999997
4368,133,17,PRE2,88.17,2023-09-15,2023-10-10,Delivered,760.0254
4369,61,12,FRE5,37.26,2023-04-28,,Pending,678.8771999999999
4370,205,11,ECO12,34.6,2023-08-14,2023-09-07,Delivered,1175.7079999999999
4371,311,15,STA8,61.37,2022-12-12,2022-12-30,Delivered,2278.6681
4372,160,16,ECO12,16.68,2022-10-20,2022-10-23,Delivered,566.7864
4373,181,4,AIR6,58.8,2022-11-29,2022-12-09,Delivered,498.036
4374,34,10,PRE2,76.58,2023-06-25,2023-06-27,Delivered,660.1195999999999
4375,580,10,ECO12,65.23,2022-05-13,2022-05-16,Delivered,2216.5153999999998
4376,365,15,EXP1,29.96,2023-10-09,2023-10-29,Delivered,825.6976
4377,275,4,STA8,37.63,2023-08-09,2023-08-28,Delivered,1397.2019000000003
4378,393,4,ECO4,6.41,2023-09-23,2023-09-28,Delivered,243.25950000000003
4379,55,9,EXP9,96.39,2023-11-09,2023-11-10,Delivered,2125.3995
4380,32,7,OVE3,9.63,2023-10-11,2023-10-12,Delivered,432.86850000000004
4381,437,11,SEA7,10.43,2023-02-11,2023-03-05,Delivered,376.9402
4382,552,6,SEA7,24.67,2022-02-25,2022-03-26,Delivered,891.5738000000001
4383,250,8,ECO4,96.52,2022-03-06,2022-03-10,Delivered,3662.934
4384,481,7,EXP9,11.15,2022-09-07,2022-09-14,Delivered,245.85750000000002
4385,403,16,EXP9,58.36,2022-08-18,2022-09-09,Delivered,1286.838
4386,471,14,OVE11,72.73,2022-07-12,2022-07-25,Delivered,989.128
4387,150,4,STA8,90.17,2023-08-28,,Pending,3348.0121000000004
4388,196,4,PRE10,9.99,2022-04-22,2022-05-02,Delivered,207.3924
4389,253,3,ECO12,14.47,2023-10-11,2023-10-15,Delivered,491.69059999999996
4390,537,13,STA8,36.83,2022-01-07,2022-01-12,Delivered,1367.4979
4391,194,17,EXP9,15.8,2022-09-15,2022-10-01,Delivered,348.39000000000004
4392,569,9,EXP1,80.11,2023-10-02,2023-10-05,Delivered,2207.8316
4393,563,11,AIR6,13.4,2022-04-23,2022-04-28,Delivered,113.498
4394,137,13,FRE5,72.76,2022-02-26,2022-03-26,Delivered,1325.6872
4395,467,12,PRE10,91.37,2022-04-06,2022-04-12,Delivered,1896.8412000000003
4396,489,17,PRE2,90.2,2022-05-08,2022-05-17,Delivered,777.524
4397,392,12,PRE10,66.87,2022-06-05,2022-06-16,Delivered,1388.2212000000002
4398,468,14,ECO12,97.57,2023-03-22,2023-04-19,Delivered,3315.4285999999993
4399,417,11,PRE10,69.37,2023-05-26,2023-05-27,Delivered,1440.1212000000003
4400,80,5,PRE10,74.44,2022-08-17,2022-09-10,Delivered,1545.3744000000002
4401,556,7,OVE3,6.27,2023-05-18,2023-05-25,Delivered,281.8365
4402,478,11,EXP9,53.41,2023-06-24,,Pending,1177.6905
4403,552,6,PRE10,64.55,2023-07-02,2023-07-24,Delivered,1340.058
4404,547,9,AIR6,81.0,2022-03-02,2022-03-23,Delivered,686.07
4405,278,16,STA8,92.17,2023-08-07,,Pending,3422.2721
4406,513,7,ECO12,6.59,2023-04-29,2023-05-14,Delivered,223.92819999999998
4407,335,16,ECO4,95.52,2023-12-29,2024-01-17,Delivered,3624.984
4408,106,11,STA8,2.61,2022-02-13,2022-02-25,Delivered,96.9093
4409,30,11,EXP1,61.69,2023-01-08,2023-01-13,Delivered,1700.1763999999998
4410,44,14,OVE11,58.14,2022-11-18,2022-12-14,Delivered,790.704
4411,355,17,PRE10,32.63,2022-10-27,2022-11-24,Delivered,677.3988
4412,39,9,PRE2,11.02,2022-09-12,2022-10-08,Delivered,94.99239999999999
4413,214,17,AIR6,95.08,2023-05-06,,Pending,805.3276000000001
4414,85,15,PRE2,84.86,2022-05-03,2022-05-18,Delivered,731.4931999999999
4415,367,9,FRE5,78.14,2022-04-14,2022-05-14,Delivered,1423.7107999999998
